"","plate.barcode","cell_ontology_class","cell_ontology_class.subcell_ontology_class"
"K13.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"L16.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"M20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M19.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"N22.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"P2.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"N21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"P1.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"A14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"B16.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J12.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"K14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"L17.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O1.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"P3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A16.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"B18.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"A15.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"B17.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: filiform differentiated keratinocytes"
"C19.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"D21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F2.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"I9.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"G5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"A17.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"B19.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"E1.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"F4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H9.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"I11.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"K16.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"I10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J13.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"K15.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"L18.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M22.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"O2.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"P4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"L20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"E2.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"H10.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"I12.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J15.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K17.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"L21.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"N2.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: filiform differentiated keratinocytes"
"O4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"N1.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"P6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"O3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"P5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A18.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"B20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A19.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K18.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"L22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"N3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"P7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"B22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"B21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D2.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D1.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"E3.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"F6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H11.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"I14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J16.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G9.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C1.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"E6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F8.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"G10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H13.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"H12.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"I16.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J18.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K20.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"I15.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"J17.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K19.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M1.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"N4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"P8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M2.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"E7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F9.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G11.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"H14.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"I17.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J19.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"N6.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"O8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"N5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O7.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"A22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C2.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"B1.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"M4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"N7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O9.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"B2.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"C4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E9.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"E8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F10.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"G12.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H15.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"I18.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F11.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"A1.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"B3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D7.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"E10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F12.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G13.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"H17.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"I20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"H16.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"I19.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"J21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"L1.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"M5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"N8.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"O10.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"L2.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E11.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F13.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G15.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"H18.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"I21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K1.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"L3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"N10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O12.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"N9.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"O11.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A2.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"B4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K2.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"L4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M8.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"N11.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O13.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"A4.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"B6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"B5.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"D10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E13.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F15.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"C7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D9.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E12.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"F14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G16.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"H19.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"I22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"G17.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"P17.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"H20.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"J1.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"K3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"L5.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"M9.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"P19.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"P21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"P22.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"P10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"P12.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"P13.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"P14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"P16.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"A5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"B7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C9.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"D11.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F16.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"L6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G18.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"H21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J2.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K4.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"M10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"N13.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"B8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"C10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"D12.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: suprabasal differentiating keratinocytes"
"O15.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"E15.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"F17.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"G19.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: differentiating basal cell of epidermis"
"H22.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"L7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M11.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"N14.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O16.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A7.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J3.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K5.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"E16.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"F18.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"B9.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"G21.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"C11.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: proliferating basal cell of epidermis"
"D13.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"K6.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"L8.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"I1.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"J4.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"M12.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"A8.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: differentiated keratinocyte"
"B10.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"N15.D041911.3_8_M.1.1","D041911","CL:0002187","CL:0002187: basal cell of epidermis"
"O17.D041911.3_8_M.1.1","D041911","CL:0000312","CL:0000312: filiform differentiated keratinocytes"
